# File: NCAR_SSP_pop_state.csv
# Title: State-level Population Projections for US States under SSP scenarios
# Units: persons
# Source: DATASET: Jiang et al. (2020). Population scenarios for U.S. states consistent with Shared Socioeconomic Pathways (v0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.3956412; PUBLICATION: Jiang et al. 2020. Population scenarios for U.S. states consistent with Shared Socioeconomic Pathways. Environmental Research Letters. https://doi.org/10.1088/1748-9326/aba5b1
# Column types: ciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
# ----------
State,SSP,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,State_FIPS
Ohio,3,11523780,11567408,11608680,11648268,11685348,11721879,11756031,11785472,11811991,11835298,11855252,11871440,11884566,11894349,11900966,11904133,11903962,11901585,11896743,11889416,11879571,11867003,11851811,11834093,11813864,11791185,11765669,11737856,11707735,11675265,11640624,11604170,11566075,11526033,11484275,11441775,11398228,11354262,11307676,11260863,11214108,11166909,11119923,11072347,11024692,10976878,10928412,10879827,10830740,10781057,10731567,10681241,10630697,10579632,10528317,10476147,10423381,10370929,10317688,10263623,10208193,10150886,10092013,10033217,9974436,9915216,9854143,9792207,9729162,9664490,9598950,9531010,9462717,9393865,9324312,9254258,9182903,9111038,9038789,8965515,8890944,8815056,8738518,8662114,8585643,8509684,8433624,8357052,8279326,8200173,8119944,39000
Ohio,5,11523780,11569731,11612482,11655115,11696303,11737945,11778006,11817296,11861139,11909175,11961391,12017323,12075628,12136019,12199075,12264291,12332040,12401519,12472321,12544554,12618317,12693545,12770395,12849121,12929661,13012278,13095852,13180695,13266711,13353634,13441959,13532262,13624187,13716762,13810090,13907009,14006739,14108033,14204780,14303189,14404073,14506060,14610288,14714949,14821063,14928497,15035905,15145597,15256457,15368495,15483724,15599920,15718996,15840639,15965360,16091997,16221275,16355688,16492565,16631783,16772306,16912308,17052674,17196996,17345014,17495556,17644963,17795374,17945484,18094208,18243206,18388386,18534676,18681458,18828015,18975342,19121052,19266451,19411955,19556101,19698407,19838658,19978431,20119803,20262313,20406647,20551973,20699449,20847609,20996010,21144873,39000
Oklahoma,2,3756650,3791736,3825718,3859343,3892262,3925128,3957218,3988138,4019193,4050283,4081506,4112734,4143976,4175221,4206568,4237897,4269278,4300643,4331864,4363030,4394057,4424759,4455351,4485714,4515707,4545356,4574607,4603459,4632058,4660151,4687883,4715260,4742493,4769406,4795972,4822520,4849171,4876072,4901918,4927843,4954004,4980062,5006274,5032335,5058320,5084203,5109774,5135586,5161250,5186880,5212779,5238023,5263460,5289009,5314417,5340093,5365659,5392003,5418214,5444280,5470009,5494652,5519075,5543700,5568604,5593600,5617726,5641993,5665630,5688760,5711717,5733151,5754691,5776038,5797077,5818168,5838795,5859197,5879518,5899716,5919178,5937884,5956475,5975394,5994549,6013904,6033411,6052542,6070901,6088390,6105118,40000
Oklahoma,3,3756650,3791381,3824976,3857830,3889617,3921009,3951321,3979735,4006855,4032574,4056923,4079820,4101528,4122032,4141358,4159449,4176316,4192405,4207631,4222042,4235563,4248109,4259819,4270608,4280374,4289130,4296832,4303571,4309383,4314144,4317937,4320726,4322667,4323658,4323705,4323001,4321580,4319791,4316974,4313716,4310106,4306020,4301585,4296657,4291307,4285535,4279240,4272630,4265509,4257900,4249944,4241148,4231944,4222249,4211927,4201178,4189778,4178236,4166067,4153244,4139660,4124925,4109546,4093748,4077591,4060997,4043443,4025552,4006920,3987632,3967903,3946998,3925862,3904354,3882416,3860250,3837590,3814551,3791245,3767665,3743451,3718606,3693519,3668431,3643314,3618128,3592857,3567124,3540729,3513623,3485913,40000
Oklahoma,5,3756650,3792030,3826731,3861787,3896818,3932451,3967967,4003420,4040732,4079802,4120770,4163511,4207749,4253444,4300734,4349466,4399706,4451126,4503540,4557046,4611523,4666749,4723063,4780281,4838247,4897019,4956576,5016437,5076795,5137357,5198375,5259860,5322047,5384756,5447984,5512224,5577592,5643908,5709386,5775553,5842614,5910116,5978372,6046984,6116057,6185577,6255273,6325863,6396907,6468534,6541175,6613700,6687178,6761609,6836689,6912858,6989731,7068466,7147932,7228046,7308541,7388419,7468536,7549535,7631388,7713896,7795820,7878240,7960276,8041948,8123705,8203833,8284347,8364976,8445438,8526406,8607096,8687674,8768366,8848933,8928867,9008029,9087103,9166751,9246809,9327331,9408276,9489794,9571370,9652953,9734568,40000
Oregon,2,3837590,3882628,3926819,3970688,4013838,4056883,4099026,4140156,4181353,4222452,4263508,4304372,4345054,4385497,4425699,4465619,4505190,4544424,4583304,4621761,4659798,4697356,4734401,4770889,4806912,4842444,4877354,4911561,4944969,4977652,5009865,5041537,5072537,5103018,5132750,5162356,5191592,5220888,5248194,5275308,5302538,5329489,5356357,5382966,5409140,5435037,5460734,5486526,5512265,5537764,5563574,5588683,5614013,5639492,5664716,5690185,5715518,5741298,5766939,5792395,5817068,5840449,5863758,5887598,5911640,5935549,5958531,5981284,6003391,6024519,6045458,6064735,6083770,6102329,6120611,6138794,6156146,6173584,6190878,6207740,6223730,6238720,6253460,6268738,6284189,6300134,6316087,6332010,6347159,6361569,6375086,41000
Oregon,3,3837590,3882292,3926079,3969099,4011000,4052422,4092605,4130592,4166881,4201300,4233841,4264388,4293438,4320940,4346862,4371164,4393785,4415126,4435183,4453894,4471242,4487203,4501789,4514976,4526810,4537285,4546332,4554084,4560486,4565641,4569700,4572632,4574412,4575152,4574742,4573489,4571258,4568568,4564297,4559434,4554140,4548186,4541766,4534768,4527084,4518879,4510142,4500937,4491126,4480661,4469773,4457949,4445623,4432732,4419085,4404951,4390091,4374841,4358846,4342130,4324334,4305247,4285509,4265439,4244878,4223668,4201419,4178538,4154889,4130262,4105132,4078742,4051864,4024399,3996508,3968267,3939311,3910181,3880725,3850819,3820213,3788868,3757158,3725562,3693865,3662298,3630498,3598398,3565563,3532054,3497809,41000
Oregon,5,3837590,3882933,3928093,3973875,4019870,4066656,4113415,4160851,4210632,4262566,4316708,4372922,4430647,4489799,4550401,4612398,4675706,4740095,4805543,4871953,4939308,5007506,5076551,5146406,5217155,5288738,5360929,5432815,5504257,5575358,5646493,5717624,5788544,5859457,5930068,6001294,6072857,6144971,6214813,6284867,6355597,6426377,6497557,6568801,6639879,6711064,6782316,6854125,6926331,6998706,7072000,7144810,7218520,7293064,7368011,7443846,7520217,7598160,7676779,7755861,7834747,7912497,7990636,8070127,8150379,8231079,8310831,8390766,8470116,8548432,8626706,8702676,8778736,8854498,8929887,9005526,9080251,9154961,9229585,9303559,9376484,9448113,9519506,9591621,9664133,9737320,9810891,9885345,9959895,10034495,10108974,41000
Pennsylvania,2,12688140,12748684,12806068,12862484,12917051,12971647,13024087,13073807,13124573,13175897,13227850,13279726,13331490,13382961,13434223,13484762,13534502,13583223,13630907,13677209,13722849,13767209,13810322,13852490,13893706,13934238,13973178,14010731,14047030,14081930,14115690,14148783,14180811,14211596,14240214,14269586,14299566,14329635,14353740,14378118,14403406,14428483,14453615,14478040,14501698,14524901,14547162,14569790,14592407,14614805,14637892,14660796,14684719,14709635,14735390,14761125,14787190,14815424,14844499,14874125,14903689,14931427,14958436,14987818,15019147,15051411,15081482,15111899,15140803,15167605,15194015,15216253,15238108,15259578,15279234,15299217,15317311,15334738,15351533,15366123,15378520,15388515,15397196,15408105,15421193,15435298,15449777,15464930,15478791,15491551,15502697,42000
Pennsylvania,3,12688140,12747253,12803358,12857093,12907838,12957620,13004411,13045846,13083539,13117250,13146983,13172155,13193863,13211988,13226476,13236848,13243117,13246405,13246643,13243564,13237549,13228221,13215704,13200182,13181632,13160218,13135437,13107794,13077326,13044079,13008279,12970201,12929816,12887180,12841806,12795333,12747647,12699323,12647202,12594758,12542173,12488975,12435437,12381174,12326268,12270770,12214493,12157803,12100444,12042308,11983845,11924464,11864728,11804590,11743830,11681974,11619262,11556541,11493059,11428768,11363170,11295375,11225875,11156400,11086900,11016699,10944237,10870974,10795949,10718971,10641088,10560283,10478658,10396337,10312533,10228547,10143182,10057122,9970402,9882138,9792390,9701074,9608730,9517402,9427159,9337220,9247247,9157135,9065787,8973391,8879674,42000
Pennsylvania,5,12688140,12749972,12808591,12867271,12924928,12983287,13040095,13096831,13158810,13225588,13297362,13373292,13451986,13533410,13617690,13704174,13792891,13882933,13974286,14066527,14160603,14255670,14351884,14449669,14549023,14650476,14752669,14855420,14958999,15063212,15168436,15275275,15383009,15491223,15598682,15709410,15823082,15938034,16045894,16155224,16267002,16379655,16493555,16607609,16721806,16836623,16951234,17067578,17185080,17303580,17424489,17546485,17671439,17799424,17930088,18062603,18197171,18336683,18479135,18624136,18770832,18916622,19062904,19213660,19368068,19524981,19680057,19836485,19991800,20145145,20298645,20447212,20596227,20745435,20893120,21042019,21189081,21335434,21481375,21625097,21766512,21905223,22042937,22183358,22326123,22470606,22616083,22764398,22913365,23063012,23212922,42000
Rhode Island,2,1050020,1055594,1060948,1066230,1071328,1076449,1081424,1086143,1090873,1095556,1100262,1104966,1109650,1114233,1118790,1123322,1127732,1132006,1136166,1140120,1143994,1147793,1151438,1155048,1158537,1161915,1165187,1168332,1171398,1174278,1177072,1179787,1182373,1184851,1187012,1189259,1191510,1193696,1195440,1197143,1199022,1200721,1202442,1204114,1205737,1207210,1208615,1210067,1211465,1212824,1214372,1215852,1217482,1219077,1220803,1222607,1224391,1226440,1228617,1230795,1233044,1235137,1237289,1239713,1242306,1244978,1247472,1250037,1252459,1254652,1256776,1258595,1260341,1262026,1263614,1265175,1266537,1267809,1268981,1269864,1270394,1270717,1270923,1271510,1272394,1273373,1274389,1275435,1276425,1277299,1278053,44000
Rhode Island,3,1050020,1055480,1060737,1065825,1070646,1075415,1079984,1084079,1087783,1091056,1093960,1096484,1098711,1100569,1102118,1103356,1104197,1104744,1105006,1104913,1104553,1103937,1103012,1101853,1100414,1098701,1096707,1094464,1092005,1089261,1086287,1083094,1079675,1076045,1072103,1068068,1063905,1059654,1055115,1050516,1045962,1041276,1036582,1031844,1027077,1022217,1017326,1012428,1007472,1002461,997517,992491,987492,982410,977332,972236,967052,961932,956804,951581,946303,940847,935317,929840,924353,918808,913069,907290,901350,895211,888970,882510,875958,869333,862628,855875,848995,842038,835002,827776,820312,812710,805020,797547,790242,782961,775676,768358,760966,753459,745845,44000
Rhode Island,5,1050020,1055689,1061089,1066450,1071630,1076824,1081854,1086775,1092001,1097488,1103299,1109412,1115701,1122091,1128668,1135422,1142238,1149065,1155930,1162722,1169608,1176582,1183542,1190627,1197731,1204890,1212122,1219417,1226850,1234286,1241858,1249575,1257365,1265230,1272901,1280919,1289172,1297476,1305269,1313127,1321315,1329388,1337576,1345777,1353998,1362131,1370265,1378562,1386905,1395290,1404018,1412770,1421838,1431039,1440547,1450292,1460171,1470570,1481291,1492202,1503350,1514416,1525667,1537380,1549420,1561689,1573803,1586076,1598233,1610180,1622122,1633684,1645253,1656799,1668262,1679776,1691077,1702304,1713468,1724394,1735038,1745468,1755850,1766601,1777618,1788799,1800070,1811553,1823116,1834724,1846350,44000
South Carolina,2,4625150,4689606,4752571,4814975,4876270,4937196,4996730,5054550,5112200,5169632,5226940,5283899,5340556,5396775,5452600,5507771,5562293,5616196,5669364,5721737,5773552,5824584,5874817,5924267,5972929,6020851,6067927,6114291,6159858,6204729,6248874,6292296,6335139,6377445,6418955,6460504,6501684,6542908,6582165,6621433,6660967,6700168,6739402,6778289,6816726,6855046,6892598,6930607,6968079,7005114,7042266,7078831,7115277,7151364,7187376,7223095,7258719,7295080,7331531,7367705,7403327,7437504,7471243,7505512,7540076,7574958,7608787,7642802,7675849,7707714,7739285,7768948,7798324,7827291,7855688,7883990,7911335,7938353,7964843,7990473,8014647,8037480,8059864,8083250,8107041,8130966,8155038,8178825,8201546,8223072,8243557,45000
South Carolina,3,4625150,4689168,4751587,4812872,4872530,4931326,4988263,5042060,5093381,5142163,5188448,5231997,5273440,5312682,5349691,5384280,5416435,5446780,5475240,5501809,5526620,5549573,5570702,5589991,5607449,5623127,5637003,5649353,5660163,5669454,5677226,5683520,5688496,5692148,5694365,5695598,5695664,5695128,5692961,5690210,5686978,5683031,5678550,5673394,5667494,5661098,5653845,5646209,5637671,5628244,5618243,5607275,5595552,5582892,5569449,5555097,5539934,5524372,5508056,5490819,5472529,5452684,5431825,5410495,5388573,5366091,5342371,5318144,5292812,5266279,5239082,5210389,5181101,5151169,5120543,5089486,5057575,5025167,4992115,4958288,4923326,4887345,4850833,4814623,4778370,4741901,4705235,4668033,4629887,4590754,4550771,45000
South Carolina,5,4625150,4689980,4754386,4819655,4885103,4951437,5017571,5084206,5153613,5225735,5300724,5378313,5457882,5539224,5622405,5707059,5793178,5880399,5968461,6057240,6147003,6237482,6328669,6420501,6512945,6606082,6699760,6793220,6886457,6979638,7072789,7165973,7259323,7352909,7446416,7541079,7636360,7732229,7825809,7919883,8014888,8109929,8205508,8301087,8396567,8492376,8587682,8684088,8780425,8876757,8973909,9070823,9168426,9266436,9365198,9464462,9564411,9666493,9769654,9873441,9977459,10080256,10183005,10287163,10392390,10498586,10603732,10709427,10814173,10917590,11020890,11121641,11222418,11323002,11422973,11523389,11622860,11721938,11820666,11918482,12014806,12109604,12203997,12299661,12395970,12492864,12590199,12688561,12786968,12885294,12983582,45000
South Dakota,2,815810,822285,828621,834904,841070,847305,853421,859312,865256,871228,877224,883207,889230,895260,901338,907468,913649,919893,926148,932453,938749,945079,951390,957693,964026,970291,976475,982602,988627,994597,1000519,1006393,1012214,1017978,1023596,1029224,1034856,1040527,1045975,1051310,1056687,1062000,1067291,1072515,1077719,1082936,1088087,1093198,1098354,1103495,1108773,1113842,1118978,1124182,1129377,1134677,1140051,1145556,1151110,1156672,1162115,1167444,1172625,1177959,1183346,1188609,1193719,1198858,1203866,1208782,1213583,1218079,1222587,1227077,1231482,1235818,1240068,1244270,1248456,1252578,1256584,1260505,1264293,1268214,1272219,1276196,1280239,1284186,1287979,1291619,1295144,46000
South Dakota,3,815810,822204,828466,834592,840534,846485,852264,857687,862869,867792,872449,876804,880951,884865,888571,892068,895364,898586,901683,904675,907525,910256,912831,915254,917543,919630,921500,923175,924631,925896,926967,927841,928524,929010,929247,929325,929242,929076,928696,928158,927552,926823,926010,925088,924098,923054,921916,920686,919410,918051,916689,915121,913497,911810,910012,908163,906239,904268,902212,900041,897682,895150,892414,889659,886823,883805,880609,877350,873935,870392,866710,862791,858822,854798,850671,846449,842135,837745,833307,828795,824180,819493,814684,809927,805189,800402,795619,790717,785673,780493,775209,46000
South Dakota,5,815810,822358,828774,835208,841594,848113,854574,860967,867702,874754,882128,889765,897673,905809,914222,922931,931930,941182,950627,960315,970183,980297,990591,1001094,1011861,1022770,1033809,1044977,1056224,1067595,1079112,1090772,1102555,1114457,1126372,1138506,1150834,1163333,1175640,1187927,1200374,1212844,1225382,1237924,1250521,1263216,1275918,1288685,1301599,1314610,1327869,1341023,1354394,1367996,1381753,1395764,1410017,1424610,1439438,1454420,1469438,1484426,1499394,1514640,1530061,1545516,1560864,1576329,1591727,1607072,1622386,1637390,1652475,1667596,1682686,1697831,1712919,1728015,1743125,1758190,1773133,1787957,1802710,1817613,1832623,1847690,1862865,1878147,1893443,1908746,1924077,46000
Tennessee,2,6351680,6408196,6462896,6516963,6569766,6622383,6673611,6722945,6772363,6821767,6871146,6920286,6969054,7017365,7065356,7112888,7160123,7206969,7253103,7298609,7343576,7387831,7431436,7474328,7516648,7558313,7599262,7639300,7678721,7717320,7755238,7792629,7829593,7865889,7901348,7936962,7972703,8008730,8042342,8075715,8109943,8143989,8178189,8212129,8245876,8279164,8312290,8345281,8378396,8411177,8444275,8476488,8509011,8541842,8574492,8607142,8639509,8673172,8706920,8740678,8774115,8805900,8837423,8869713,8902781,8936126,8968564,9001472,9033675,9064605,9095486,9124300,9152963,9181449,9209456,9237637,9264723,9291128,9317634,9343163,9367615,9390672,9413434,9437130,9461017,9485229,9509720,9533862,9557035,9578891,9599432,47000
Tennessee,3,6351680,6407595,6461670,6514447,6565359,6615522,6663789,6708649,6750951,6790587,6827444,6861396,6892919,6921940,6948563,6972643,6994312,7014263,7032257,7048371,7062679,7075015,7085497,7094109,7100939,7105969,7109213,7110776,7110813,7109260,7106184,7101673,7095862,7088606,7079829,7070013,7059174,7047772,7034438,7020384,7006108,6991104,6975638,6959520,6942815,6925376,6907453,6888821,6869663,6849721,6829270,6807707,6785572,6762876,6739334,6714998,6689683,6664280,6638106,6611101,6583073,6553383,6522691,6491592,6460138,6428060,6394807,6361153,6326455,6290487,6253969,6215837,6177130,6137922,6098052,6057887,6016788,5974946,5932859,5889907,5846088,5801206,5755912,5710880,5665680,5620381,5574985,5528995,5482121,5434182,5385218,47000
Tennessee,5,6351680,6408709,6464475,6520688,6576643,6633378,6689694,6746137,6805677,6868253,6933834,7002233,7072564,7144765,7219045,7295186,7373373,7453101,7533951,7616031,7699460,7783968,7869696,7956548,8044714,8134007,8224406,8314736,8405484,8496409,8587700,8679629,8772219,8865219,8958455,9053366,9149968,9247850,9343183,9439091,9537057,9635617,9735218,9835211,9935689,10036363,10137448,10239228,10341922,10444941,10549242,10653213,10758628,10865496,10973226,11082115,11191807,11304612,11418821,11534333,11650605,11765832,11881461,11999115,12118599,12239374,12359485,12480606,12601180,12720503,12840113,12957127,13074493,13192082,13309299,13427309,13544259,13660572,13777051,13892444,14006600,14119093,14231266,14344772,14458840,14573694,14689182,14805873,14922818,15039739,15156587,47000
Texas,2,25132430,25487356,25833330,26174948,26509676,26842252,27167471,27483313,27799265,28115337,28431349,28746578,29060990,29374313,29686583,29997767,30307612,30615829,30922274,31226386,31527670,31825319,32118961,32408680,32694684,32976403,33252942,33524481,33791117,34052252,34308844,34560706,34808892,35052747,35292143,35528764,35763085,35996787,36220965,36443226,36665269,36884917,37104110,37320959,37534563,37746539,37954576,38161206,38366617,38568989,38771205,38969710,39166804,39364281,39559856,39754100,39946882,40142191,40337018,40529881,40720084,40902651,41082802,41264791,41447268,41630668,41808999,41986394,42161490,42332406,42501689,42661440,42819742,42977443,43130429,43284838,43434522,43582454,43730055,43875448,44016768,44152346,44286645,44421887,44556874,44692870,44829960,44963902,45091706,45214676,45330963,48000
Texas,3,25132430,25485538,25829439,26166722,26495206,26819562,27134856,27434396,27722676,27999400,28264306,28516632,28758932,28990823,29212270,29423042,29623015,29815525,30000381,30177176,30345342,30504315,30653951,30794358,30925482,31046967,31158310,31260447,31353231,31436433,31510520,31575421,31631779,31679281,31718125,31748832,31771665,31789564,31798175,31801319,31800163,31793692,31783189,31767703,31747211,31722586,31692632,31658215,31619129,31574767,31526324,31472126,31413068,31349947,31281548,31208179,31129583,31048056,30961921,30870424,30773226,30667910,30557166,30443234,30325524,30204454,30077274,29946214,29810881,29670416,29526289,29374512,29219484,29061872,28899572,28736098,28568311,28397717,28225181,28049889,27870791,27687078,27501190,27314238,27125659,26936277,26746257,26552260,26352783,26148852,25939487,48000
Texas,5,25132430,25488909,25839454,26190157,26538162,26888089,27234466,27580123,27938792,28310482,28695230,29092329,29498539,29913403,30337079,30769634,31210657,31657908,32111133,32569771,33033255,33500565,33971771,34447171,34926995,35410510,35896546,36382132,36867552,37352285,37837896,38324426,38812794,39302157,39792659,40287070,40786019,41289079,41783274,42279729,42781101,43284036,43791267,44299835,44808796,45320306,45831083,46344953,46861843,47379566,47902292,48425193,48952056,49485435,50022328,50563522,51108828,51664380,52225797,52790859,53358570,53921961,54486854,55059213,55636959,56220051,56800069,57382240,57963620,58541972,59120773,59688677,60257747,60828308,61395443,61966804,62534049,63099863,63666139,64230145,64789684,65342770,65894821,66450238,67007336,67567730,68131432,68699231,69267260,69836219,70404579,48000
Utah,2,2764120,2821916,2878576,2934688,2989906,3044820,3098629,3150896,3203082,3255199,3307328,3359342,3411410,3463605,3515816,3567937,3620007,3671928,3723729,3775379,3826790,3877960,3928782,3979193,4029087,4078590,4127645,4176172,4224301,4271864,4318875,4365418,4411539,4457177,4502193,4546892,4591410,4635841,4679134,4722149,4764859,4807242,4849422,4891220,4932543,4973486,5014069,5054327,5094336,5134029,5173562,5212543,5251375,5290102,5328378,5366578,5404471,5442324,5479841,5516876,5553488,5589158,5624286,5659534,5694568,5729128,5762948,5796529,5829170,5861308,5893004,5923472,5953785,5984071,6014145,6044287,6073676,6102807,6131727,6160261,6188215,6215698,6242529,6269231,6296084,6322684,6349355,6375399,6400869,6425625,6449480,49000
Utah,3,2764120,2821763,2878235,2933969,2988631,3042818,3095745,3146398,3195463,3242939,3288865,3333104,3376144,3418030,3458645,3497916,3535829,3572882,3609104,3644462,3678891,3712390,3744877,3776285,3806546,3835726,3863796,3890774,3916719,3941501,3965096,3987513,4008767,4028786,4047521,4065127,4081691,4097616,4112328,4126331,4139604,4152186,4164148,4175428,4185986,4195885,4205156,4213696,4221585,4228756,4235321,4241029,4246107,4250553,4254165,4257145,4259386,4261015,4261868,4261902,4261143,4259337,4256696,4253613,4249923,4245484,4240189,4234350,4227590,4220196,4212212,4203223,4193852,4184200,4174180,4163958,4153060,4141783,4130136,4118062,4105454,4092399,4078726,4064766,4050728,4036320,4021783,4006542,3990678,3974116,3956757,49000
Utah,5,2764120,2822048,2879159,2936130,2992568,3049015,3104617,3159492,3215743,3273363,3332417,3392744,3454129,3516619,3580052,3644255,3709232,3774527,3840175,3906097,3972163,4038347,4104552,4170667,4236594,4302558,4368555,4434553,4500815,4567171,4633667,4700460,4767594,4835046,4902618,4970763,5039628,5108887,5177072,5245403,5313888,5382424,5451203,5519983,5588669,5657400,5726132,5794995,5864102,5933370,6003070,6072685,6142813,6213514,6284397,6355833,6427578,6500094,6572969,6645984,6719150,6791769,6864304,6937574,7011155,7084798,7157972,7231299,7303999,7376390,7448665,7519738,7591013,7662524,7734013,7805879,7877196,7948444,8019698,8090694,8161224,8231284,8301072,8371154,8441628,8512310,8583408,8654872,8726554,8798346,8870092,49000
Vermont,2,624390,626074,627621,629085,630459,631804,633000,634013,635023,635992,636875,637681,638495,639304,640037,640674,641244,641790,642265,642687,643067,643396,643651,643890,644057,644215,644295,644364,644398,644380,644321,644262,644171,644044,643810,643588,643425,643395,643022,642676,642430,642227,642051,641959,641830,641716,641620,641553,641572,641558,641644,641724,641823,642081,642370,642723,643069,643621,644258,645071,645816,646490,647177,648080,649046,650132,651040,652045,653027,653961,654892,655619,656320,657038,657645,658335,658837,659343,659795,660061,660249,660317,660224,660331,660556,660871,661186,661573,661890,662181,662375,50000
Vermont,3,624390,626015,627508,628864,630081,631225,632181,632851,633335,633595,633583,633317,632915,632357,631588,630595,629391,628063,626586,624967,623215,621320,619275,617106,614784,612338,609728,607001,604153,601183,598100,594935,591681,588344,584898,581406,577900,574457,570825,567213,563655,560127,556622,553178,549732,546305,542910,539525,536190,532827,529514,526184,522842,519564,516270,512977,509642,506379,503118,499910,496611,493225,489789,486418,483028,479650,476119,472598,469024,465387,461717,457907,454053,450189,446239,442326,438290,434248,430159,425949,421693,417364,412919,408589,404326,400105,395874,391665,387391,383090,378713,50000
Vermont,5,624390,626126,627718,629261,630741,632203,633524,634741,636102,637570,639101,640711,642452,644317,646220,648138,650114,652191,654304,656491,658766,661127,663554,666136,668799,671628,674538,677577,680722,683938,687244,690686,694221,697829,701396,705096,708973,713068,716724,720464,724396,728405,732503,736717,740918,745160,749417,753748,758198,762635,767225,771819,776519,781457,786494,791660,796874,802437,808179,814178,820193,826147,832186,838556,845095,851845,858435,865185,871921,878604,885311,891741,898202,904686,911074,917569,923879,930180,936444,942543,948535,954381,960146,966124,972236,978477,984763,991210,997692,1004211,1010723,50000
Virginia,2,8007560,8105921,8201206,8294607,8385154,8474040,8559662,8642155,8724233,8805778,8886856,8967286,9046876,9125466,9203301,9280135,9355870,9430550,9504126,9576702,9648177,9718585,9788110,9856663,9924178,9990958,10056619,10120916,10183905,10245445,10305904,10365246,10423524,10480681,10536313,10591330,10646064,10700313,10750692,10800610,10850462,10899520,10948169,10996096,11043167,11089493,11134666,11179467,11223896,11267368,11311033,11353500,11396276,11438887,11480697,11522461,11563738,11606635,11649796,11692847,11735324,11775485,11815680,11856660,11898171,11940299,11980917,12021388,12060848,12098797,12136031,12170117,12203866,12237037,12268801,12301123,12331790,12361667,12391294,12419927,12447141,12472449,12497475,12523461,12550054,12577204,12604391,12631471,12656979,12681152,12703815,51000
Virginia,3,8007560,8105194,8199769,8291696,8380137,8466351,8548772,8625349,8697314,8764612,8827251,8885044,8939240,8989691,9036504,9079506,9118645,9154865,9188195,9218629,9246134,9270780,9292755,9312044,9328647,9342739,9354140,9363194,9369920,9374225,9376288,9376120,9373842,9369481,9362793,9354235,9344041,9332634,9318395,9303059,9286833,9269349,9250987,9231535,9211067,9189553,9166890,9143090,9118177,9091842,9064648,9035894,9006275,8975497,8943153,8909722,8874854,8839676,8803552,8766196,8727345,8686146,8643866,8600835,8556963,8512369,8465973,8418649,8369943,8319632,8268205,8214412,8159804,8104317,8047563,7990643,7932358,7873187,7813445,7752763,7690897,7627538,7563680,7499979,7436256,7372481,7308323,7243524,7177252,7109724,7040873,51000
Virginia,5,8007560,8106570,8202976,8298470,8391933,8484474,8574358,8664027,8757358,8854210,8954701,9058509,9163957,9270818,9379407,9489341,9600530,9712401,9824920,9938205,10052028,10166362,10281594,10397568,10514137,10631732,10749824,10867669,10985393,11102880,11220727,11338977,11457549,11576389,11694994,11814718,11936005,12057752,12175133,12293018,12412000,12531013,12650565,12770150,12889595,13009060,13127952,13247468,13367519,13487363,13608589,13729455,13851996,13975781,14100103,14225775,14352358,14482614,14614819,14748440,14882804,15015699,15149527,15285661,15423599,15563346,15701952,15841215,15979807,16116987,16253926,16387286,16520854,16654274,16786512,16919770,17051469,17182398,17313175,17442811,17570856,17696716,17822239,17949174,18076981,18205763,18335055,18465874,18596739,18727686,18858556,51000
Washington,2,6729570,6817325,6903088,6987815,7070833,7153203,7233547,7311714,7389815,7467670,7545226,7622233,7698805,7774739,7850143,7924923,7999145,8072736,8145720,8218130,8289784,8360617,8430499,8499606,8567799,8635258,8701612,8767000,8830956,8893652,8955271,9015957,9075414,9133781,9190609,9246806,9302508,9357767,9409955,9461503,9513095,9564110,9615081,9665289,9714425,9763080,9811260,9858768,9906393,9953619,10001240,10047814,10094592,10141372,10188064,10234633,10281200,10328769,10376111,10423021,10468484,10512013,10555274,10599970,10644997,10690273,10733650,10776781,10818670,10858600,10898241,10934438,10970691,11006266,11040786,11075165,11108330,11141212,11174071,11205964,11236587,11265401,11294085,11323069,11352240,11382213,11412343,11442186,11470838,11498072,11523688,53000
